frame,move_nose,move_body,bp_sum,bp_mean,bp_min,bp_max,roll2s_mean,roll2s_sum,roll5s_mean,roll5s_sum,roll6s_mean,roll6s_sum,roll7_5s_mean,roll7_5s_sum,roll15s_mean,roll15s_sum,prob_sum,prob_mean,low_prob_01,low_prob_05,low_prob_075,rule_label
535,2.0785,1.5332,2.6818,0.5043,0.3737,0.3344,2.4998,2.5819,2.1456,2.8265,0.0773,0.1621,0.9798,1.7591,0.3397,2.2751,1.0517,0.7809,0.9137,0.5465,1.0249,2
536,2.0129,2.7495,2.7445,0.3503,2.8789,0.4948,2.5833,0.846,2.2152,0.0934,0.7895,2.8067,2.9438,1.695,1.1062,0.3558,0.3133,1.0519,1.8589,2.031,1.8784,2
537,0.1243,1.9637,0.4968,1.5958,1.966,1.5497,2.5147,0.9025,1.1538,1.2321,2.1979,0.1062,0.0907,0.4281,1.5234,1.5827,0.235,1.1484,0.0316,1.1984,1.4372,2
538,1.9171,1.4654,2.2655,2.2298,1.8643,1.9215,0.6628,1.7946,1.3545,1.3426,0.415,1.6631,1.5807,2.0458,1.3735,0.9104,2.7933,2.1698,0.3969,1.1295,0.0243,2
539,2.7649,2.1055,0.8665,2.4188,1.4923,2.9392,0.6174,2.5474,0.8457,0.483,2.2499,0.6043,2.8445,2.9855,1.8729,0.746,1.8709,2.8888,0.2834,0.0836,0.7436,2
540,2.0103,2.9351,0.8133,2.2676,2.9015,0.3386,2.0914,0.9148,0.4675,0.1003,2.3346,2.2746,0.1521,0.6505,1.0708,2.7095,2.5012,1.4372,1.8835,0.0787,2.4434,2
541,2.9256,2.8236,2.9509,1.3942,2.5104,0.1268,1.6538,0.8423,1.2046,2.5846,2.4582,0.4401,2.9999,2.431,1.064,2.7422,0.2368,0.0449,1.8511,2.9382,2.3144,2
542,1.5345,0.5438,2.6609,2.626,1.5717,2.0648,2.905,1.4358,1.7443,2.4914,2.6537,1.5975,2.2868,1.8237,1.3391,0.3944,1.9701,1.556,0.5947,2.6672,1.4385,2
543,2.4306,0.4201,2.2931,1.6226,1.1255,2.6878,0.1688,2.314,2.9935,2.6541,1.0885,1.4291,0.8551,0.2311,2.4608,2.5095,0.1713,0.127,1.138,2.6233,0.5423,2
544,0.4208,0.8638,1.3082,2.0493,1.1656,0.2759,1.2121,1.3652,2.2184,0.8927,2.8414,1.2475,2.9289,0.7095,2.7795,2.2562,0.1031,1.9659,1.2541,1.42,0.0137,2
545,2.6866,0.4354,2.9576,0.0074,1.4337,0.8927,2.6028,0.0391,2.4345,2.6613,0.1342,1.4018,2.3999,1.4621,1.654,1.1511,0.1373,2.6952,0.7001,2.5058,0.6287,2
546,1.3093,2.2922,1.7115,1.4717,0.5391,2.0435,1.3468,2.06,2.476,2.9238,0.1769,1.3345,0.8376,0.3608,2.2779,1.1205,0.7431,1.7136,1.2774,1.9474,1.615,2
547,2.63,2.5013,2.9401,0.2602,0.7006,1.9231,0.4023,2.6642,2.7997,2.3891,1.7752,0.8357,2.7684,0.2532,1.4448,1.0811,2.3916,1.7316,2.3208,0.4426,1.2215,2
548,0.9625,0.4221,2.1642,0.6377,1.9849,2.6087,0.9814,2.0759,2.755,1.0384,0.1892,1.3894,0.7268,1.1312,2.1255,2.6623,0.855,2.5131,0.6949,1.7163,0.2772,2
549,1.873,0.2195,0.1404,0.9037,2.3136,1.9878,2.8861,0.1004,0.5309,1.1246,1.5642,0.4229,2.5938,2.8952,1.3782,1.2698,2.0798,1.7323,1.7357,1.7068,1.8419,2
550,2.5398,0.9712,2.3946,1.7204,2.7196,2.8435,2.3141,0.8138,0.9541,1.5024,0.9294,0.3974,2.5269,0.7805,1.5168,1.518,0.7497,0.53,2.8618,0.8158,2.1293,2
551,2.1341,2.0608,2.5139,0.2296,0.4747,0.8797,2.5179,1.571,0.7998,2.7435,2.0556,1.7109,2.0104,2.921,2.1307,1.8875,0.6482,2.7811,2.4885,1.828,1.663,2
552,1.8598,2.3107,2.6433,2.1365,0.9269,2.2363,0.7809,1.4888,2.4091,1.4996,1.2949,1.3962,1.5797,0.5403,2.6951,0.4196,0.7126,0.6345,0.9808,1.7844,2.1693,2
553,2.9119,1.3821,1.8662,1.1841,0.5545,1.7688,2.4071,0.2378,1.461,1.2798,0.987,1.7474,0.933,1.1994,0.9542,0.0482,0.9448,2.2731,1.4741,0.4829,0.7422,2
554,0.264,1.9172,0.1128,0.6538,1.8784,1.1804,0.0158,0.854,2.836,0.1844,1.9764,1.5827,0.4979,2.6139,2.9162,2.1985,2.2767,0.3662,0.3629,0.3444,1.7921,2
555,0.306,2.7526,2.6024,2.8669,0.9055,2.1621,0.6582,1.2152,1.7194,0.9756,2.9065,1.805,1.2827,1.2091,1.7847,1.1843,2.4593,1.736,2.5039,1.923,2.6124,2
556,1.6547,2.6407,1.266,1.9827,0.9601,2.5368,1.877,1.5108,0.0847,0.6342,0.7027,0.8202,0.4348,2.6178,0.0845,2.3848,0.6595,0.556,1.3393,2.2877,0.3137,2
557,2.8641,0.3531,0.5897,1.0076,0.2022,1.7386,1.9752,2.9504,0.7274,1.4196,0.2052,2.9483,1.5983,1.7028,1.3033,2.5221,2.4334,1.4758,2.9724,1.9832,2.4596,2
558,2.0594,2.1397,0.6254,0.3686,2.3197,2.1477,1.3667,2.1518,1.2093,1.4285,0.4787,0.7829,1.778,1.7563,2.9162,0.2654,0.5741,1.4439,2.764,1.7262,0.0751,2
559,0.9289,2.3298,0.6047,1.4696,2.7966,1.2361,2.8766,1.5836,0.4016,0.5842,2.7422,0.7525,2.2128,2.4378,0.6846,0.7666,2.805,2.2128,0.7955,1.9311,0.1367,2
560,0.3232,2.7219,2.447,2.3149,0.4092,2.5807,1.1093,0.0279,1.6845,0.2567,2.1936,0.8347,1.149,2.3325,2.1439,1.024,0.501,0.5794,2.4272,1.5563,1.5723,3
561,1.3449,1.2544,0.2181,1.5363,1.4704,1.1536,0.8164,0.0967,0.1417,1.9012,0.0084,0.1073,1.3016,0.3868,2.4738,2.6879,2.5924,2.4173,1.8633,1.1667,1.6572,3
562,1.4409,0.4681,2.7547,0.9292,2.3552,1.8711,0.612,2.3227,0.7302,0.7257,0.634,2.9738,2.2056,1.6475,1.8871,0.7943,2.7788,1.0024,1.0082,0.3546,1.1789,3
563,1.4048,1.4214,0.0506,0.3386,2.6074,1.7876,2.2406,1.6987,0.0353,1.9906,2.3063,2.5451,1.1103,2.8058,1.6663,1.3383,0.587,2.4904,0.7349,1.5734,2.3,3
564,1.858,1.1107,2.1687,0.6714,1.0543,1.5401,2.449,2.0257,0.3583,1.7054,0.4302,2.916,0.2953,0.8972,2.8045,1.8902,1.4757,2.3057,0.0002,2.9845,1.0879,3
565,0.8184,1.1812,0.6917,2.3707,0.1793,2.7546,2.4739,0.3854,2.1198,2.6093,1.462,1.3715,2.6568,0.457,0.2233,2.8549,1.9783,0.1644,0.0254,2.1542,0.8795,3
566,2.6412,2.4083,1.5444,0.4786,2.2986,2.1108,1.8661,2.928,1.5097,0.789,0.5669,2.49,0.4619,2.7786,1.0299,1.0583,1.3359,2.8304,1.9841,0.3991,0.7707,3
567,0.865,1.9556,0.5319,2.9429,2.1287,1.7681,0.1046,1.5423,2.8763,2.9154,0.8509,2.3845,0.1724,1.9678,2.9981,2.9208,2.9355,2.4786,1.3223,1.9203,0.1545,3
568,0.3212,2.0404,2.6991,2.1881,1.188,2.1398,1.243,1.7225,0.3961,2.5372,1.3423,0.6427,0.72,2.3497,2.8763,2.3405,0.0246,1.152,1.1127,0.5755,1.6877,3
569,1.0469,1.9581,0.4677,1.2095,2.9486,2.1266,0.5016,2.0454,0.5706,1.4843,1.4459,1.6183,2.5402,1.9129,0.1098,2.4508,1.2866,1.2389,0.6515,1.8574,2.1253,3
570,2.8072,0.425,1.4005,0.5668,2.1491,0.9931,0.8494,1.8983,0.1822,1.0446,2.5879,0.1813,2.2678,0.3331,1.3718,1.3869,2.7683,2.5575,2.5344,2.8846,1.6917,3
571,0.4783,0.1751,1.8257,1.3965,1.7108,0.9492,0.0828,2.3606,0.5972,0.6284,1.4481,2.4163,0.3428,2.7191,1.5039,2.1945,1.1269,0.5261,0.7033,2.8109,1.262,3
572,0.8331,1.1852,1.3596,2.8575,1.7701,1.8289,2.0823,0.6299,0.885,1.7052,2.854,1.0539,1.9349,0.6591,0.3221,0.1653,2.1686,0.133,1.653,1.4017,2.2072,3
573,2.7797,2.5492,0.6486,0.3567,0.2397,0.4187,0.7505,0.186,1.2887,0.5528,1.5553,2.4916,2.6118,2.5286,0.3084,1.936,0.007,2.3015,0.6166,0.1969,1.0503,3
574,1.0442,1.9461,0.8699,0.7309,2.8789,2.432,1.6881,1.2679,0.7474,1.0648,1.3926,1.8518,2.8084,1.4941,0.3567,1.1167,1.4902,2.893,1.0091,0.9803,2.9379,3
575,2.5293,2.3741,2.8035,0.2306,2.9695,2.3071,2.8858,2.3397,0.5099,0.1903,0.8696,1.694,1.6166,1.1062,0.262,0.6518,0.2771,0.6822,2.292,1.1084,1.2014,3
576,0.1363,1.8674,0.3757,2.1715,0.4942,1.9237,0.7072,2.2635,1.1404,2.004,1.1627,0.8235,2.6043,0.6799,0.4669,2.6819,1.3389,0.3459,2.6158,1.3768,0.4369,3
577,2.6655,2.353,0.0527,2.8527,2.3061,0.999,0.8577,1.167,0.1514,1.8056,2.9201,2.3559,1.0754,2.7168,0.7684,0.1071,0.3984,2.4336,0.633,0.9864,2.6959,3
578,0.7118,2.9885,2.7262,1.6703,1.7381,2.9359,0.7691,2.2404,2.4709,2.0392,1.6188,0.6392,0.0859,2.5128,2.4687,1.1905,1.4516,0.2505,0.5561,2.5953,2.2161,3
579,0.5417,2.1399,2.6587,0.893,1.1827,2.2261,0.1985,2.3262,1.7106,2.5313,0.5511,0.3997,0.4664,0.4388,0.4674,1.5355,0.4985,0.3043,1.9958,1.8784,1.7209,3
580,2.2267,2.5851,2.0555,2.8914,1.7718,2.5844,1.702,2.3854,1.5276,1.6489,0.3933,0.9511,0.8024,2.9248,2.0798,2.9267,2.2261,0.8334,2.5129,2.9307,0.4081,3
581,2.9684,2.9186,1.4159,1.7612,0.3635,2.1582,1.6562,2.8834,1.3994,1.1146,1.9149,2.0215,0.1242,0.5853,2.3764,1.9161,1.521,2.4146,0.3704,1.4383,2.5505,3
582,2.8778,2.2218,2.8558,2.8802,1.0509,1.6759,1.7971,1.3864,1.6656,0.7553,1.6386,2.1705,2.8985,2.9001,2.8649,0.4446,2.0214,1.8372,2.0965,0.8153,0.9864,3
583,2.2569,2.439,1.2394,1.1193,1.0002,0.8505,2.8883,2.1902,2.9804,1.5639,1.517,0.2451,2.9994,1.8631,0.6244,1.7395,2.1252,2.5623,0.1413,2.1397,0.7962,3
584,2.7428,0.2357,0.0389,0.4368,2.0439,0.5416,1.7298,2.7464,1.1485,1.312,1.8461,2.761,2.679,1.5415,1.8637,2.3746,1.2211,1.7245,0.426,1.594,2.2652,3
585,2.9612,0.1092,1.3056,0.2097,1.5836,2.4497,1.83,0.8726,1.7039,1.3161,0.2234,0.6035,1.5888,2.2159,0.2161,2.0962,0.059,0.7063,2.9139,2.3854,2.7661,3
586,1.6583,2.7702,1.5876,0.8012,0.0789,1.8645,2.6714,2.954,0.628,0.8035,0.1908,2.6469,1.3014,2.5207,0.3103,1.6543,2.2256,1.8536,0.2013,0.4766,2.7024,3
587,0.4338,0.7131,1.6449,1.2998,0.865,0.7098,2.6228,1.014,1.1841,0.5901,0.8413,1.6597,0.9805,1.239,2.3932,0.8505,1.0291,1.428,1.2453,1.4521,0.9118,3
588,2.5482,0.916,2.6645,2.2904,1.1513,0.6265,1.5713,1.9951,0.2844,2.384,0.8412,2.9479,1.7037,2.5714,2.5625,1.2122,1.4366,0.3687,0.945,2.9206,2.9341,3
589,1.1876,0.4057,0.2032,1.4066,1.0894,1.4604,1.8175,0.4142,2.5957,2.9255,2.1432,0.2596,0.3894,2.6411,2.9004,2.6384,1.7456,2.65,1.7849,0.3105,2.5691,3
590,0.938,1.9036,2.5624,0.8078,2.3603,1.9045,1.1013,0.5708,2.0409,2.0052,2.6109,1.7621,2.3144,1.2716,2.8963,0.1568,2.9171,2.5566,1.6172,0.5864,0.6848,3
591,1.5027,0.0891,1.5669,2.7014,2.4864,2.2859,1.4934,0.274,2.306,1.8122,1.7168,1.4432,1.028,2.216,0.9649,1.5823,2.3635,1.9436,1.8961,0.7252,2.895,3
592,0.1046,2.3973,2.1966,1.7308,2.855,1.4405,1.4494,1.9145,2.2861,0.512,2.3666,0.571,2.4048,1.887,1.5809,0.7757,2.5626,1.6822,1.7305,1.7952,0.6888,3
593,0.0561,0.8952,1.2412,1.8082,2.8222,0.7506,1.5913,0.0786,0.401,1.3376,2.3837,2.2469,0.3021,1.7412,2.9734,0.6035,1.5283,1.1494,0.6786,2.2119,2.4313,3
594,0.7929,2.2316,0.8885,2.4603,1.4659,2.0313,0.7068,1.4495,1.9061,2.8227,1.1946,1.4107,0.8282,1.7504,2.1094,0.6003,1.7579,1.4009,1.2732,1.6398,1.455,3
595,1.7876,2.7321,1.0071,2.0126,1.6757,0.389,1.8024,2.2316,0.4402,2.8844,1.7045,2.5909,2.4842,0.4769,0.6752,0.6488,0.981,0.4223,0.4354,0.9405,0.8592,3
596,2.2482,2.0709,0.8235,0.7248,1.8092,0.5155,0.8514,0.8141,1.8544,0.2214,2.4123,2.5124,2.3627,2.5613,0.5985,2.6237,1.2941,2.6624,0.3542,2.8011,1.233,3
597,2.8716,1.2737,1.3607,2.8583,1.5217,1.1155,0.932,0.5791,0.4017,2.5253,2.8521,0.7018,1.9707,1.9787,1.4509,2.9859,2.2767,2.3853,0.2472,0.2987,0.009,3
598,2.4544,1.8747,1.7936,0.4841,0.1143,1.6863,0.92,2.8882,0.4731,0.6503,2.423,0.9872,1.7228,0.2998,1.1616,2.421,1.4342,0.8081,2.9284,0.9278,2.7666,3
599,2.8233,2.5658,2.4928,0.4808,0.3316,0.0569,2.3543,0.6091,0.3714,2.8355,1.2476,0.7713,2.9554,1.5993,2.5936,2.8911,2.5395,2.069,2.2511,0.8744,0.546,3
600,1.909,2.1338,0.5233,1.9467,2.3888,0.4062,0.2105,1.7568,1.6116,0.6775,0.2837,2.2323,1.9867,0.6607,1.7958,0.458,1.7502,0.1767,0.529,0.79,0.7548,3
601,2.2017,0.7568,1.3502,1.7479,2.2587,2.1234,2.9852,1.3909,0.3541,2.316,0.7419,2.498,0.9483,1.3698,1.6372,2.902,2.3398,1.3331,1.457,0.448,2.0389,3
602,1.7621,0.0229,1.5963,0.6876,0.932,1.2334,0.4951,2.7192,1.0924,2.8718,1.5882,2.3904,0.5883,2.2985,0.798,0.697,1.8601,2.1928,0.0025,2.8944,1.9417,3
603,0.2443,2.6393,2.4545,2.107,0.593,1.3411,1.8555,1.8927,1.2749,0.1404,0.6271,0.0035,1.2934,0.1315,1.7379,0.6584,1.8881,2.5928,1.9966,2.8809,2.6778,3
604,0.1857,1.8702,2.1306,0.2982,1.7059,1.4154,0.6966,1.4471,2.9622,0.0383,2.2113,1.8151,2.79,2.2287,1.5491,0.9794,1.3439,2.4424,0.8778,1.8257,1.8597,3
605,2.2804,0.1905,1.8695,1.4254,2.544,0.5253,2.0542,0.7619,2.3416,1.6018,0.7962,0.101,0.5112,1.219,1.3399,1.2801,2.2943,1.1915,2.6086,2.686,2.4074,3
606,0.607,1.6529,2.023,2.8411,0.1653,2.8949,2.5694,2.5128,1.7552,1.2938,1.3062,2.9683,2.6115,0.2904,1.1078,2.611,0.585,2.616,1.9754,0.8667,1.5275,3
607,2.3695,1.7671,1.3445,2.6877,1.9557,2.7694,1.3018,0.9407,2.1984,2.8237,1.2011,2.6797,2.2712,0.308,1.6857,2.4902,2.5947,1.1003,2.7421,2.6231,0.4245,3
608,1.3922,0.8801,2.4195,1.8114,0.6756,1.903,1.4064,2.4331,0.0334,0.8778,2.95,1.086,0.5078,2.9151,1.4392,0.4061,0.5581,1.2004,2.6703,2.2374,2.4319,3
609,0.0208,2.6581,2.5121,2.3796,0.7682,0.2753,2.951,2.0957,1.1049,0.061,1.2525,1.0476,0.0395,1.255,0.0508,2.3857,1.276,0.1458,1.6425,2.3799,0.6722,3
610,1.6846,0.7193,1.6987,1.9895,1.3237,2.0616,1.7679,1.6604,0.8607,2.6087,2.0236,0.3311,0.1966,0.813,0.5045,1.9025,1.7163,0.5166,0.3448,2.0987,2.2762,3
611,1.3291,0.4315,0.351,0.6996,0.4913,2.4265,1.0985,2.9887,1.9834,1.8043,2.8694,1.6497,1.56,2.2944,0.2015,2.9263,0.7582,1.5807,1.3478,0.0314,1.2615,3
612,0.2217,0.928,1.2787,2.5754,2.2349,1.0052,0.69,1.9342,0.3886,1.5439,2.2292,1.9451,0.7561,0.0119,1.3234,1.9904,2.7997,1.6175,0.3678,2.2054,0.3226,3
613,0.7832,1.0152,0.7941,1.8333,0.2882,0.4519,2.5469,1.7949,2.8343,1.8917,2.1517,2.188,2.1501,2.8686,2.8652,1.2186,0.0579,2.5362,0.2561,1.1771,1.7612,3
614,0.9199,2.6522,0.5754,1.7873,1.4858,2.1798,2.0975,2.1192,0.9721,2.7125,2.4898,0.4269,1.6603,1.6489,2.7896,1.4138,0.8764,2.2996,2.1809,1.8537,1.1187,3
615,1.037,1.9712,0.8901,2.8595,2.0049,1.906,0.9339,0.5019,2.6199,0.7862,1.2104,1.6451,1.1482,0.2122,1.2221,2.78,1.7705,0.556,2.9326,0.7218,0.9539,3
616,2.1205,0.3658,2.458,1.6775,2.49,1.1777,1.5185,1.3175,2.5486,0.753,0.7139,2.1029,1.674,1.7067,2.9116,0.0642,1.2477,2.9506,2.9571,2.6856,1.2896,3
617,0.5018,1.181,1.0434,0.9774,1.66,0.8856,0.4125,0.0007,1.3998,2.9671,0.6818,2.454,2.1656,2.5514,0.6782,2.8545,1.5587,0.191,2.5546,2.8062,2.246,3
618,1.3299,0.3083,1.289,1.267,0.3895,2.7864,2.331,0.4086,0.0076,1.5548,0.3046,0.0541,2.1325,1.6052,1.1537,1.4298,2.9327,1.3682,1.9906,2.1764,1.9726,3
619,1.8205,2.1172,1.1483,1.667,2.4256,0.2611,2.6997,0.1045,0.3577,0.1018,0.2275,1.4564,0.4116,0.1223,2.6955,0.3127,0.8207,1.651,2.6222,2.7566,2.2169,3
